,aracore_ids,aracore_name,aracore_annotations,symbol,chr,start,end,description,ncbigene,gene_name,uniprot_id
582,AT3G10050,AT3G10050,{},OMR1,3,3098725.0,3102048.0,Threonine dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A178VHF4],820166.0,Threonine dehydratase ,A0A178VHF4
583,AT1G30120,AT1G30120,{},PDH-E1 BETA,1,10584105.0,10586680.0,"Pyruvate dehydrogenase E1 component subunit beta-2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C6Z3]",839891.0,"Pyruvate dehydrogenase E1 component subunit beta-2, chloroplastic ",Q9C6Z3
584,AT1G01090,AT1G01090,{},PDH-E1 ALPHA,1,47234.0,49304.0,Pyruvate dehydrogenase E1 component subunit alpha [Source:UniProtKB/TrEMBL;Acc:A0A178W8A7],839429.0,Pyruvate dehydrogenase E1 component subunit alpha ,A0A178W8A7
585,AT2G34590,AT2G34590,{},E1-BETA-2,2,14568802.0,14571143.0,"Pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O64688]",818024.0,"Pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic ",O64688
586,AT2G31810,AT2G31810,{},,2.0,13524048.0,13528712.0,"Acetolactate synthase small subunit 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q93YZ7]",817738.0,"Acetolactate synthase small subunit 2, chloroplastic ",Q93YZ7
587,AT3G48560,AT3G48560,{},ALS,3,18001283.0,18003749.0,"Acetolactate synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P17597]",824015.0,"Acetolactate synthase, chloroplastic ",P17597
588,AT5G16290,AT5G16290,{},VAT1,5,5333750.0,5337784.0,"Acetolactate synthase small subunit 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FFF4]",831490.0,"Acetolactate synthase small subunit 1, chloroplastic ",Q9FFF4
589,AT3G58610,AT3G58610,{},,3.0,21671433.0,21675090.0,"Ketol-acid reductoisomerase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q05758]",825030.0,"Ketol-acid reductoisomerase, chloroplastic ",Q05758
590,AT3G23940,AT3G23940,{},DHAD,3,8648669.0,8652605.0,"Dihydroxy-acid dehydratase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LIR4]",821977.0,"Dihydroxy-acid dehydratase, chloroplastic ",Q9LIR4
591,AT5G65780,AT5G65780,{},ATBCAT-5,5,26311311.0,26318857.0,Branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5) [Source:UniProtKB/TrEMBL;Acc:F4JXK3],"dbname
EntrezGene    836707
EntrezGene    836706
Name: primary_id, dtype: object",Branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5) ,F4JXK3
592,AT1G10070,AT1G10070,{},BCAT2,1,3288087.0,3290471.0,"Branched-chain-amino-acid aminotransferase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M439]",837543.0,"Branched-chain-amino-acid aminotransferase 2, chloroplastic ",Q9M439
593,AT3G49680,AT3G49680,{},BCAT3,3,18422542.0,18425758.0,"Branched-chain-amino-acid aminotransferase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M401]",824130.0,"Branched-chain-amino-acid aminotransferase 3, chloroplastic ",Q9M401
594,AT5G23010,AT5G23010,{},MAM1,5,7703041.0,7706973.0,methylthioalkylmalate synthase 1 [Source:TAIR;Acc:AT5G23010],832365.0,methylthioalkylmalate synthase 1 ,AT5G23010
595,AT1G18500,AT1G18500,{},IPMS1,1,6368966.0,6373080.0,"2-isopropylmalate synthase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LPR4]",838431.0,"2-isopropylmalate synthase 1, chloroplastic ",Q9LPR4
596,AT5G23020,AT5G23020,{},MAM3,5,7718118.0,7721866.0,"Methylthioalkylmalate synthase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FN52]",832366.0,"Methylthioalkylmalate synthase 3, chloroplastic ",Q9FN52
597,AT1G74040,AT1G74040,{},IPMS2,1,27842109.0,27845782.0,"2-isopropylmalate synthase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C550]",843742.0,"2-isopropylmalate synthase 2, chloroplastic ",Q9C550
598,AT4G13430,AT4G13430,{},IIL1,4,7803863.0,7807984.0,"3-isopropylmalate dehydratase large subunit, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94AR8]",826975.0,"3-isopropylmalate dehydratase large subunit, chloroplastic ",Q94AR8
599,AT3G58990,AT3G58990,{},IPMI1,3,21797058.0,21798303.0,3-isopropylmalate dehydratase small subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYT7],825068.0,3-isopropylmalate dehydratase small subunit 2 ,Q9LYT7
600,AT2G43090,AT2G43090,{},,2.0,17918926.0,17920496.0,3-isopropylmalate dehydratase small subunit 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW85],818911.0,3-isopropylmalate dehydratase small subunit 3 ,Q9ZW85
601,AT2G43100,AT2G43100,{},IPMI2,2,17920647.0,17921844.0,IPMI2 [Source:UniProtKB/TrEMBL;Acc:A0A178VZE1],818912.0,IPMI2 ,A0A178VZE1
602,AT5G14200,AT5G14200,{},IMDH3,5,4576123.0,4578402.0,3-isopropylmalate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q5XF32],831270.0,3-isopropylmalate dehydrogenase ,Q5XF32
603,AT1G31180,AT1G31180,{},ATIMD3,1,11142461.0,11144717.0,isopropylmalate dehydrogenase 3 [Source:TAIR;Acc:AT1G31180],840006.0,isopropylmalate dehydrogenase 3 ,AT1G31180
604,AT1G80560,AT1G80560,{},IMDH2,1,30287763.0,30290299.0,"3-isopropylmalate dehydrogenase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P93832]",844395.0,"3-isopropylmalate dehydrogenase 2, chloroplastic ",P93832
605,AT1G80555,AT1G80555,{},,1.0,30286956.0,30287741.0,Isocitrate/isopropylmalate dehydrogenase family protein [Source:TAIR;Acc:AT1G80555],5007861.0,Isocitrate/isopropylmalate dehydrogenase family protein ,AT1G80555
606,AT5G14060,AT5G14060,{},AK2,5,4535367.0,4539323.0,Aspartokinase [Source:UniProtKB/TrEMBL;Acc:A0A178UPF4],831255.0,Aspartokinase ,A0A178UPF4
607,AT4G19710,AT4G19710,{},AKHSDH2,4,10724814.0,10729768.0,"Bifunctional aspartokinase/homoserine dehydrogenase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O81852]",827715.0,"Bifunctional aspartokinase/homoserine dehydrogenase 2, chloroplastic ",O81852
608,AT3G02020,AT3G02020,{},AK3,3,337712.0,343912.0,"Aspartokinase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9S702]",821287.0,"Aspartokinase 3, chloroplastic ",Q9S702
609,AT5G13280,AT5G13280,{},AK1,5,4249312.0,4253264.0,AK1 [Source:UniProtKB/TrEMBL;Acc:A0A178UUC2],831169.0,AK1 ,A0A178UUC2
610,AT1G31230,AT1G31230,{},AKHSDH1,1,11158618.0,11163274.0,"Bifunctional aspartokinase/homoserine dehydrogenase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SA18]",840011.0,"Bifunctional aspartokinase/homoserine dehydrogenase 1, chloroplastic ",Q9SA18
611,AT1G14810,AT1G14810,{},,1.0,5102424.0,5104850.0,"Aspartate-semialdehyde dehydrogenase, putative [Source:UniProtKB/TrEMBL;Acc:Q8VYI4]",838046.0,"Aspartate-semialdehyde dehydrogenase, putative ",Q8VYI4
612,AT2G45440,AT2G45440,{},DHDPS2,2,18730840.0,18733119.0,Putative dihydrodipicolinate synthase [Source:UniProtKB/TrEMBL;Acc:Q0WSN6],819152.0,Putative dihydrodipicolinate synthase ,Q0WSN6
613,AT3G60880,AT3G60880,{},DHDPS1,3,22494739.0,22496697.0,"4-hydroxy-tetrahydrodipicolinate synthase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LZX6]",825259.0,"4-hydroxy-tetrahydrodipicolinate synthase 1, chloroplastic ",Q9LZX6
614,AT2G44040,AT2G44040,{},DAPB1,2,18221694.0,18224162.0,"4-hydroxy-tetrahydrodipicolinate reductase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80574]",819009.0,"4-hydroxy-tetrahydrodipicolinate reductase 1, chloroplastic ",O80574
615,AT3G59890,AT3G59890,{},DAPB2,3,22123982.0,22126630.0,"4-hydroxy-tetrahydrodipicolinate reductase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8LB01]",825159.0,"4-hydroxy-tetrahydrodipicolinate reductase 2, chloroplastic ",Q8LB01
616,AT5G52100,AT5G52100,{},DAPB3,5,21170048.0,21172346.0,CRR1 [Source:UniProtKB/TrEMBL;Acc:A0A178UH15],835286.0,CRR1 ,A0A178UH15
617,AT4G33680,AT4G33680,{},DAP,4,16171681.0,16174723.0,"LL-diaminopimelate aminotransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q93ZN9]",829510.0,"LL-diaminopimelate aminotransferase, chloroplastic ",Q93ZN9
618,AT3G53580,AT3G53580,{},DAPF,3,19864631.0,19867134.0,"Diaminopimelate epimerase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LFG2]",824526.0,"Diaminopimelate epimerase, chloroplastic ",Q9LFG2
619,AT5G11880,AT5G11880,{},LYSA2,5,3827526.0,3830228.0,"Diaminopimelate decarboxylase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94A94]",831061.0,"Diaminopimelate decarboxylase 2, chloroplastic ",Q94A94
620,AT3G14390,AT3G14390,{},LYSA1,3,4806670.0,4809433.0,"Diaminopimelate decarboxylase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q949X7]",820660.0,"Diaminopimelate decarboxylase 1, chloroplastic ",Q949X7
621,AT5G21060,AT5G21060,{},,5.0,7148978.0,7152922.0,Homoserine dehydrogenase [Source:UniProtKB/TrEMBL;Acc:F4K6Y8],832230.0,Homoserine dehydrogenase ,F4K6Y8
622,AT2G17265,AT2G17265,{},HSK,2,7508473.0,7509887.0,Homoserine kinase [Source:UniProtKB/Swiss-Prot;Acc:Q8L7R2],816232.0,Homoserine kinase ,Q8L7R2
623,AT3G01120,AT3G01120,{},CGS1,3,38759.0,42159.0,MTO1 [Source:UniProtKB/TrEMBL;Acc:A0A178VB36],821292.0,MTO1 ,A0A178VB36
624,AT3G57050,AT3G57050,{},CBL,3,21111700.0,21114737.0,"Cystathionine beta-lyase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P53780]",824872.0,"Cystathionine beta-lyase, chloroplastic ",P53780
625,AT2G44160,AT2G44160,{},MTHFR2,2,18262189.0,18265346.0,Methylenetetrahydrofolate reductase 2 [Source:UniProtKB/Swiss-Prot;Acc:O80585],819022.0,Methylenetetrahydrofolate reductase 2 ,O80585
626,AT3G59970,AT3G59970,{},MTHFR1,3,22151164.0,22154483.0,Methylenetetrahydrofolate reductase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SE60],825167.0,Methylenetetrahydrofolate reductase 1 ,Q9SE60
627,AT5G20980,AT5G20980,{},MS3,5,7122800.0,7128412.0,"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q0WNZ5]",832223.0,"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 3, chloroplastic ",Q0WNZ5
628,AT1G36370,AT1G36370,{},SHM7,1,13696042.0,13698739.0,Serine hydroxymethyltransferase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q84WV0],840543.0,Serine hydroxymethyltransferase 7 ,Q84WV0
629,AT4G13890,AT4G13890,{},SHM5,4,8031972.0,8033731.0,Serine hydroxymethyltransferase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVM4],827024.0,Serine hydroxymethyltransferase 5 ,Q9SVM4
630,AT1G22020,AT1G22020,{},SHM6,1,7754281.0,7758029.0,Serine hydroxymethyltransferase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LM59],838807.0,Serine hydroxymethyltransferase 6 ,Q9LM59
631,AT4G13930,AT4G13930,{},SHM4,4,8047692.0,8050157.0,Serine hydroxymethyltransferase 4 [Source:UniProtKB/Swiss-Prot;Acc:O23254],827027.0,Serine hydroxymethyltransferase 4 ,O23254
632,AT4G01850,AT4G01850,{},SAM2,4,795986.0,798381.0,S-adenosylmethionine synthase [Source:UniProtKB/TrEMBL;Acc:A0A178V3V9],826987.0,S-adenosylmethionine synthase ,A0A178V3V9
633,AT2G36880,AT2G36880,{},METK3,2,15479281.0,15481412.0,S-adenosylmethionine synthase [Source:UniProtKB/TrEMBL;Acc:A0A178VXF8],818260.0,S-adenosylmethionine synthase ,A0A178VXF8
634,AT3G17390,AT3G17390,{},METK4,3,5952187.0,5954091.0,S-adenosylmethionine synthase [Source:UniProtKB/TrEMBL;Acc:A0A178VIP8],821003.0,S-adenosylmethionine synthase ,A0A178VIP8
635,AT1G02500,AT1G02500,{},SAM1,1,518091.0,520495.0,S-adenosylmethionine synthase [Source:UniProtKB/TrEMBL;Acc:A0A178WES1],839501.0,S-adenosylmethionine synthase ,A0A178WES1
636,AT3G63250,AT3G63250,{},HMT-2,3,23369781.0,23372823.0,Homocysteine S-methyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1W4],825500.0,Homocysteine S-methyltransferase 2 ,Q9M1W4
637,AT3G22740,AT3G22740,{},HMT3,3,8032917.0,8036005.0,Homocysteine S-methyltransferase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8LAX0],821845.0,Homocysteine S-methyltransferase 3 ,Q8LAX0
638,AT3G25900,AT3G25900,{},HMT-1,3,9480746.0,9482962.0,Homocysteine S-methyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SDL7],822186.0,Homocysteine S-methyltransferase 1 ,Q9SDL7
639,AT4G13940,AT4G13940,{},SAHH1,4,8054673.0,8057181.0,Adenosylhomocysteinase 1 [Source:UniProtKB/Swiss-Prot;Acc:O23255],827028.0,Adenosylhomocysteinase 1 ,O23255
640,AT3G23810,AT3G23810,{},SAHH2,3,8587622.0,8589754.0,Adenosylhomocysteinase [Source:UniProtKB/TrEMBL;Acc:A0A178VEP9],821964.0,Adenosylhomocysteinase ,A0A178VEP9
641,AT5G10870,AT5G10870,{},CM2,5,3430497.0,3432468.0,Chorismate mutase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7H4],830954.0,Chorismate mutase 2 ,Q9S7H4
642,AT3G29200,AT3G29200,{},CM1,3,11163839.0,11166458.0,"Chorismate mutase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P42738]",822573.0,"Chorismate mutase 1, chloroplastic ",P42738
643,AT1G69370,AT1G69370,{},CM3,1,26079956.0,26081727.0,"Chorismate mutase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C544]",843269.0,"Chorismate mutase 3, chloroplastic ",Q9C544
644,AT1G11790,AT1G11790,{},ADT1,1,3981153.0,3985219.0,Arogenate dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A178W336],837725.0,Arogenate dehydratase ,A0A178W336
645,AT5G22630,AT5G22630,{},ADT5,5,7524086.0,7526270.0,Arogenate dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A178UL55],832326.0,Arogenate dehydratase ,A0A178UL55
646,AT1G08250,AT1G08250,{},ADT6,1,2588776.0,2590609.0,Arogenate dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A178W954],837345.0,Arogenate dehydratase ,A0A178W954
647,AT2G27820,AT2G27820,{},ADT3,2,11856571.0,11858288.0,"Arogenate dehydratase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUY3]",817329.0,"Arogenate dehydratase 3, chloroplastic ",Q9ZUY3
648,AT3G44720,AT3G44720,{},ADT4,3,16271511.0,16273413.0,"Arogenate dehydratase 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O22241]",823601.0,"Arogenate dehydratase 4, chloroplastic ",O22241
649,AT3G07630,AT3G07630,{},ADT2,3,2435408.0,2437989.0,"Arogenate dehydratase/prephenate dehydratase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SSE7]",819954.0,"Arogenate dehydratase/prephenate dehydratase 2, chloroplastic ",Q9SSE7
650,AT4G08870,AT4G08870,{},ARGAH2,4,5646395.0,5648868.0,ARGAH2 [Source:UniProtKB/TrEMBL;Acc:A0A178V1K8],826458.0,ARGAH2 ,A0A178V1K8
651,AT4G08900,AT4G08900,{},ARGAH1,4,5703311.0,5705439.0,"Arginase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P46637]",826468.0,"Arginase 1, mitochondrial ",P46637
652,AT1G67550,AT1G67550,{},URE,1,25312660.0,25317495.0,Urease [Source:UniProtKB/Swiss-Prot;Acc:Q9SR52],843076.0,Urease ,Q9SR52
653,AT5G46180,AT5G46180,{},DELTA-OAT,5,18718417.0,18721744.0,"Ornithine aminotransferase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FNK4]",834660.0,"Ornithine aminotransferase, mitochondrial ",Q9FNK4
654,AT2G39800,AT2G39800,{},P5CSA,2,16598072.0,16603319.0,Delta-1-pyrroline-5-carboxylate synthase A [Source:UniProtKB/Swiss-Prot;Acc:P54887],818566.0,Delta-1-pyrroline-5-carboxylate synthase A ,P54887
655,AT3G55610,AT3G55610,{},P5CSB,3,20624020.0,20629295.0,Delta-1-pyrroline-5-carboxylate synthase [Source:UniProtKB/TrEMBL;Acc:A0A178VF78],824727.0,Delta-1-pyrroline-5-carboxylate synthase ,A0A178VF78
656,AT5G14800,AT5G14800,{},PROC1,5,4785960.0,4787996.0,Pyrroline-5-carboxylate reductase [Source:UniProtKB/Swiss-Prot;Acc:P54904],831332.0,Pyrroline-5-carboxylate reductase ,P54904
657,AT3G30775,AT3G30775,{},POX1,3,12448636.0,12451556.0,"Proline dehydrogenase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P92983]",822833.0,"Proline dehydrogenase 1, mitochondrial ",P92983
658,AT5G38710,AT5G38710,{},POX2,5,15501126.0,15504269.0,"Proline dehydrogenase 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q6NKX1]",833862.0,"Proline dehydrogenase 2, mitochondrial ",Q6NKX1
659,AT5G62530,AT5G62530,{},ALDH12A1,5,25099003.0,25103312.0,"Delta-1-pyrroline-5-carboxylate dehydrogenase 12A1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8VZC3]",836373.0,"Delta-1-pyrroline-5-carboxylate dehydrogenase 12A1, mitochondrial ",Q8VZC3
660,AT4G34200,AT4G34200,{},PGDH1,4,16373731.0,16376666.0,D-3-phosphoglycerate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A178UWV4],829568.0,D-3-phosphoglycerate dehydrogenase ,A0A178UWV4
661,AT1G17745,AT1G17745,{},PGDH,1,6100964.0,6105347.0,D-3-phosphoglycerate dehydrogenase [Source:TAIR;Acc:AT1G17745],838352.0,D-3-phosphoglycerate dehydrogenase ,AT1G17745
662,AT3G19480,AT3G19480,{},PGDH3,3,6752422.0,6754785.0,"D-3-phosphoglycerate dehydrogenase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LT69]",821482.0,"D-3-phosphoglycerate dehydrogenase 3, chloroplastic ",Q9LT69
663,AT2G17630,AT2G17630,{},PSAT2,2,7666548.0,7668065.0,"Phosphoserine aminotransferase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SHP0]",816270.0,"Phosphoserine aminotransferase 2, chloroplastic ",Q9SHP0
664,AT4G35630,AT4G35630,{},PSAT1,4,16904059.0,16905722.0,"Phosphoserine aminotransferase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q96255]",829715.0,"Phosphoserine aminotransferase 1, chloroplastic ",Q96255
665,AT1G18640,AT1G18640,{},PSP,1,6416169.0,6418693.0,"Phosphoserine phosphatase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O82796]",838445.0,"Phosphoserine phosphatase, chloroplastic ",O82796
666,AT4G11640,AT4G11640,{},SR,4,7021422.0,7023318.0,Serine racemase [Source:UniProtKB/Swiss-Prot;Acc:Q2PGG3],826769.0,Serine racemase ,Q2PGG3
667,AT1G72810,AT1G72810,{},TS2,1,27397877.0,27400474.0,"Threonine synthase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SSP5]",843612.0,"Threonine synthase 2, chloroplastic ",Q9SSP5
668,AT4G29840,AT4G29840,{},TS1,4,14599216.0,14601164.0,"Threonine synthase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9S7B5]",829106.0,"Threonine synthase 1, chloroplastic ",Q9S7B5
669,AT1G25220,AT1G25220,{},ASB1,1,8836835.0,8839609.0,Anthranilate synthase beta subunit 1 [Source:UniProtKB/TrEMBL;Acc:F4IAW5],839103.0,Anthranilate synthase beta subunit 1 ,F4IAW5
670,AT5G57890,AT5G57890,{},ASB2,5,23447340.0,23449679.0,"Anthranilate synthase beta subunit 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FJM5]",835900.0,"Anthranilate synthase beta subunit 2, chloroplastic ",Q9FJM5
671,AT2G29690,AT2G29690,{},ASA2,2,12693734.0,12697091.0,"Anthranilate synthase alpha subunit 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P32069]",817519.0,"Anthranilate synthase alpha subunit 2, chloroplastic ",P32069
672,AT5G05730,AT5G05730,{},ASA1,5,1719533.0,1722933.0,Anthranilate synthase alpha subunit 1 [Source:UniProtKB/TrEMBL;Acc:F4K0T5],830457.0,Anthranilate synthase alpha subunit 1 ,F4K0T5
673,AT5G17990,AT5G17990,{},PAT1,5,5957080.0,5960201.0,"Anthranilate phosphoribosyltransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q02166]",831666.0,"Anthranilate phosphoribosyltransferase, chloroplastic ",Q02166
674,AT5G05590,AT5G05590,{},PAI2,5,1666471.0,1668569.0,"N-(5'-phosphoribosyl)anthranilate isomerase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42527]",830442.0,"N-(5'-phosphoribosyl)anthranilate isomerase 2, chloroplastic ",Q42527
675,AT1G07780,AT1G07780,{},PAI1,1,2409865.0,2412777.0,"N-(5'-phosphoribosyl)anthranilate isomerase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42440]",837292.0,"N-(5'-phosphoribosyl)anthranilate isomerase 1, chloroplastic ",Q42440
676,AT1G29410,AT1G29410,{},PAI3,1,10297750.0,10300073.0,"N-(5'-phosphoribosyl)anthranilate isomerase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8LPI9]",839817.0,"N-(5'-phosphoribosyl)anthranilate isomerase 3, chloroplastic ",Q8LPI9
677,AT5G48220,AT5G48220,{},,5.0,19549676.0,19552267.0,AT5g48220/MIF21_11 [Source:UniProtKB/TrEMBL;Acc:Q9LUB2],834875.0,AT5g48220/MIF21_11 ,Q9LUB2
678,AT2G04400,AT2G04400,{},IGPS,2,1531148.0,1533737.0,"Indole-3-glycerol phosphate synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P49572]",814980.0,"Indole-3-glycerol phosphate synthase, chloroplastic ",P49572
679,AT3G54640,AT3G54640,{},TSA1,3,20223034.0,20225523.0,"Tryptophan synthase alpha chain, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42529]",824629.0,"Tryptophan synthase alpha chain, chloroplastic ",Q42529
680,AT4G02610,AT4G02610,{},TRPA1,4,1147608.0,1149336.0,Tryptophan synthase alpha chain [Source:UniProtKB/Swiss-Prot;Acc:O22765],828226.0,Tryptophan synthase alpha chain ,O22765
681,AT5G54810,AT5G54810,{},TSB1,5,22264594.0,22266902.0,Tryptophan synthase [Source:UniProtKB/TrEMBL;Acc:Q0WUI8],835571.0,Tryptophan synthase ,Q0WUI8
682,AT4G27070,AT4G27070,{},TSB2,4,13586268.0,13588897.0,Tryptophan synthase [Source:UniProtKB/TrEMBL;Acc:Q0WS13],828815.0,Tryptophan synthase ,Q0WS13
683,AT5G34920,AT5G34920,{},,,,,,,,
684,AT1G15710,AT1G15710,{},TYRAAT2,1,5404130.0,5405910.0,"Arogenate dehydrogenase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LMR3]",838140.0,"Arogenate dehydrogenase 2, chloroplastic ",Q9LMR3
685,AT2G16570,AT2G16570,{},ASE1,2,7180142.0,7182287.0,"Amidophosphoribosyltransferase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SI61]",816156.0,"Amidophosphoribosyltransferase 1, chloroplastic ",Q9SI61
686,AT4G34740,AT4G34740,{},ASE2,4,16574544.0,16576753.0,Amidophosphoribosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A178UYQ3],829626.0,Amidophosphoribosyltransferase ,A0A178UYQ3
687,AT4G38880,AT4G38880,{},ASE3,4,18134116.0,18135714.0,"Amidophosphoribosyltransferase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9T0J5]",830043.0,"Amidophosphoribosyltransferase 3, chloroplastic ",Q9T0J5
688,AT1G09830,AT1G09830,{},PUR2,1,3192568.0,3195044.0,"Phosphoribosylamine--glycine ligase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P52420]",837515.0,"Phosphoribosylamine--glycine ligase, chloroplastic ",P52420
689,AT1G31220,AT1G31220,{},PUR3,1,11156698.0,11158683.0,"Phosphoribosylglycinamide formyltransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P52422]",840010.0,"Phosphoribosylglycinamide formyltransferase, chloroplastic ",P52422
690,AT1G74260,AT1G74260,{},PUR4,1,27922725.0,27927962.0,"Probable phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M8D3]",843766.0,"Probable phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial ",Q9M8D3
691,AT3G55010,AT3G55010,{},PUR5,3,20386597.0,20388860.0,"Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q05728]",824667.0,"Phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic ",Q05728
692,AT2G37690,AT2G37690,{},,2.0,15805659.0,15810552.0,Phosphoribosylaminoimidazole carboxylase like protein [Source:UniProtKB/TrEMBL;Acc:Q84TI2],818346.0,Phosphoribosylaminoimidazole carboxylase like protein ,Q84TI2
693,AT3G21110,AT3G21110,{},PUR7,3,7402477.0,7405674.0,"Phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P38025]",821663.0,"Phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic ",P38025
694,AT1G36280,AT1G36280,{},,1.0,13640508.0,13643126.0,Adenylosuccinate lyase [Source:UniProtKB/TrEMBL;Acc:Q8GUN7],840534.0,Adenylosuccinate lyase ,Q8GUN7
695,AT4G18440,AT4G18440,{},,4.0,10186073.0,10188981.0,Adenylosuccinate lyase [Source:UniProtKB/TrEMBL;Acc:Q8RY94],827575.0,Adenylosuccinate lyase ,Q8RY94
